ReleaseDate,FIPS,County,State,None,D0,D1,D2,D3,D4,ValidStart,ValidEnd,StatisticFormatID
20130430,06025,Imperial County,CA,0.00,100.00,96.54,74.55,0.00,0.00,2013-04-30,2013-05-06,1
20130423,06025,Imperial County,CA,0.00,100.00,96.54,2.67,0.00,0.00,2013-04-23,2013-04-29,1
20130416,06025,Imperial County,CA,0.00,100.00,68.20,0.00,0.00,0.00,2013-04-16,2013-04-22,1
20130409,06025,Imperial County,CA,0.00,100.00,68.20,0.00,0.00,0.00,2013-04-09,2013-04-15,1
20130402,06025,Imperial County,CA,0.00,100.00,67.58,0.00,0.00,0.00,2013-04-02,2013-04-08,1
20130326,06025,Imperial County,CA,0.00,100.00,67.58,0.00,0.00,0.00,2013-03-26,2013-04-01,1
20130319,06025,Imperial County,CA,0.00,100.00,67.58,0.00,0.00,0.00,2013-03-19,2013-03-25,1
20130312,06025,Imperial County,CA,0.00,100.00,67.58,0.00,0.00,0.00,2013-03-12,2013-03-18,1
20130305,06025,Imperial County,CA,0.00,100.00,67.92,0.00,0.00,0.00,2013-03-05,2013-03-11,1
20130226,06025,Imperial County,CA,0.00,100.00,67.57,0.00,0.00,0.00,2013-02-26,2013-03-04,1
20130219,06025,Imperial County,CA,0.00,100.00,67.66,0.00,0.00,0.00,2013-02-19,2013-02-25,1
20130212,06025,Imperial County,CA,0.00,100.00,67.66,0.00,0.00,0.00,2013-02-12,2013-02-18,1
20130205,06025,Imperial County,CA,0.00,100.00,67.66,0.00,0.00,0.00,2013-02-05,2013-02-11,1
20130129,06025,Imperial County,CA,0.00,100.00,67.66,0.00,0.00,0.00,2013-01-29,2013-02-04,1
20130122,06025,Imperial County,CA,0.00,100.00,96.85,0.00,0.00,0.00,2013-01-22,2013-01-28,1
20130115,06025,Imperial County,CA,0.00,100.00,96.85,0.00,0.00,0.00,2013-01-15,2013-01-21,1
20130108,06025,Imperial County,CA,0.00,100.00,96.85,0.00,0.00,0.00,2013-01-08,2013-01-14,1
20130101,06025,Imperial County,CA,0.00,100.00,97.50,0.00,0.00,0.00,2013-01-01,2013-01-07,1
20121225,06025,Imperial County,CA,0.00,100.00,97.50,0.00,0.00,0.00,2012-12-25,2012-12-31,1
20121218,06025,Imperial County,CA,0.00,100.00,97.50,0.00,0.00,0.00,2012-12-18,2012-12-24,1
20121211,06025,Imperial County,CA,0.00,100.00,97.50,0.00,0.00,0.00,2012-12-11,2012-12-17,1
20121204,06025,Imperial County,CA,0.00,100.00,97.50,0.00,0.00,0.00,2012-12-04,2012-12-10,1
20121127,06025,Imperial County,CA,0.00,100.00,97.88,0.00,0.00,0.00,2012-11-27,2012-12-03,1
20121120,06025,Imperial County,CA,0.00,100.00,97.88,0.00,0.00,0.00,2012-11-20,2012-11-26,1
20121113,06025,Imperial County,CA,0.00,100.00,97.88,0.00,0.00,0.00,2012-11-13,2012-11-19,1
20121106,06025,Imperial County,CA,0.00,100.00,97.88,0.00,0.00,0.00,2012-11-06,2012-11-12,1
20121030,06025,Imperial County,CA,0.00,100.00,97.88,0.00,0.00,0.00,2012-10-30,2012-11-05,1
20121023,06025,Imperial County,CA,0.00,100.00,97.88,0.00,0.00,0.00,2012-10-23,2012-10-29,1
20121016,06025,Imperial County,CA,0.00,100.00,97.88,0.00,0.00,0.00,2012-10-16,2012-10-22,1
20121009,06025,Imperial County,CA,0.00,100.00,98.64,0.00,0.00,0.00,2012-10-09,2012-10-15,1
20121002,06025,Imperial County,CA,0.00,100.00,99.48,0.00,0.00,0.00,2012-10-02,2012-10-08,1
20120925,06025,Imperial County,CA,0.00,100.00,99.48,0.00,0.00,0.00,2012-09-25,2012-10-01,1
20120918,06025,Imperial County,CA,0.00,100.00,99.48,0.00,0.00,0.00,2012-09-18,2012-09-24,1
20120911,06025,Imperial County,CA,0.00,100.00,99.29,0.00,0.00,0.00,2012-09-11,2012-09-17,1
20120904,06025,Imperial County,CA,0.00,100.00,99.72,0.00,0.00,0.00,2012-09-04,2012-09-10,1
20120828,06025,Imperial County,CA,0.00,100.00,99.96,0.00,0.00,0.00,2012-08-28,2012-09-03,1
20120821,06025,Imperial County,CA,0.00,100.00,99.73,0.00,0.00,0.00,2012-08-21,2012-08-27,1
20120814,06025,Imperial County,CA,0.00,100.00,99.73,0.00,0.00,0.00,2012-08-14,2012-08-20,1
20120807,06025,Imperial County,CA,0.00,100.00,99.78,0.00,0.00,0.00,2012-08-07,2012-08-13,1
20120731,06025,Imperial County,CA,0.00,100.00,99.78,0.00,0.00,0.00,2012-07-31,2012-08-06,1
20120724,06025,Imperial County,CA,0.00,100.00,99.78,0.00,0.00,0.00,2012-07-24,2012-07-30,1
20120717,06025,Imperial County,CA,0.00,100.00,99.78,0.00,0.00,0.00,2012-07-17,2012-07-23,1
20120710,06025,Imperial County,CA,0.00,100.00,99.78,0.00,0.00,0.00,2012-07-10,2012-07-16,1
20120703,06025,Imperial County,CA,0.00,100.00,99.74,0.00,0.00,0.00,2012-07-03,2012-07-09,1
20120626,06025,Imperial County,CA,0.00,100.00,94.98,0.00,0.00,0.00,2012-06-26,2012-07-02,1
20120619,06025,Imperial County,CA,0.00,100.00,94.98,0.00,0.00,0.00,2012-06-19,2012-06-25,1
20120612,06025,Imperial County,CA,0.00,100.00,71.97,0.00,0.00,0.00,2012-06-12,2012-06-18,1
20120605,06025,Imperial County,CA,0.00,100.00,71.97,0.00,0.00,0.00,2012-06-05,2012-06-11,1
20120529,06025,Imperial County,CA,0.00,100.00,71.97,0.00,0.00,0.00,2012-05-29,2012-06-04,1
20120522,06025,Imperial County,CA,0.00,100.00,71.97,0.00,0.00,0.00,2012-05-22,2012-05-28,1
20120515,06025,Imperial County,CA,0.00,100.00,71.97,0.00,0.00,0.00,2012-05-15,2012-05-21,1
20120508,06025,Imperial County,CA,0.00,100.00,71.97,0.00,0.00,0.00,2012-05-08,2012-05-14,1
20120501,06025,Imperial County,CA,0.00,100.00,72.08,0.00,0.00,0.00,2012-05-01,2012-05-07,1
20120424,06025,Imperial County,CA,0.00,100.00,72.08,0.00,0.00,0.00,2012-04-24,2012-04-30,1
20120417,06025,Imperial County,CA,0.00,100.00,72.08,0.00,0.00,0.00,2012-04-17,2012-04-23,1
20120410,06025,Imperial County,CA,0.00,100.00,71.63,0.00,0.00,0.00,2012-04-10,2012-04-16,1
20120403,06025,Imperial County,CA,0.00,100.00,71.63,0.00,0.00,0.00,2012-04-03,2012-04-09,1
20120327,06025,Imperial County,CA,0.00,100.00,71.65,0.00,0.00,0.00,2012-03-27,2012-04-02,1
20120320,06025,Imperial County,CA,0.00,100.00,71.65,0.00,0.00,0.00,2012-03-20,2012-03-26,1
20120313,06025,Imperial County,CA,0.00,100.00,54.59,0.00,0.00,0.00,2012-03-13,2012-03-19,1
20120306,06025,Imperial County,CA,0.00,100.00,45.87,0.00,0.00,0.00,2012-03-06,2012-03-12,1
20120228,06025,Imperial County,CA,0.00,100.00,45.87,0.00,0.00,0.00,2012-02-28,2012-03-05,1
20120221,06025,Imperial County,CA,0.00,100.00,45.87,0.00,0.00,0.00,2012-02-21,2012-02-27,1
20120214,06025,Imperial County,CA,0.00,100.00,45.87,0.00,0.00,0.00,2012-02-14,2012-02-20,1
20120207,06025,Imperial County,CA,0.00,100.00,45.87,0.00,0.00,0.00,2012-02-07,2012-02-13,1
20120131,06025,Imperial County,CA,17.87,82.13,13.59,0.00,0.00,0.00,2012-01-31,2012-02-06,1
20120124,06025,Imperial County,CA,40.42,59.58,0.00,0.00,0.00,0.00,2012-01-24,2012-01-30,1
20120117,06025,Imperial County,CA,56.01,43.99,0.00,0.00,0.00,0.00,2012-01-17,2012-01-23,1
20120110,06025,Imperial County,CA,56.01,43.99,0.00,0.00,0.00,0.00,2012-01-10,2012-01-16,1
20120103,06025,Imperial County,CA,56.01,43.99,0.00,0.00,0.00,0.00,2012-01-03,2012-01-09,1
20111227,06025,Imperial County,CA,56.01,43.99,0.00,0.00,0.00,0.00,2011-12-27,2012-01-02,1
20111220,06025,Imperial County,CA,56.01,43.99,0.00,0.00,0.00,0.00,2011-12-20,2011-12-26,1
20111213,06025,Imperial County,CA,15.51,84.49,0.00,0.00,0.00,0.00,2011-12-13,2011-12-19,1
20111206,06025,Imperial County,CA,15.51,84.49,0.00,0.00,0.00,0.00,2011-12-06,2011-12-12,1
20111129,06025,Imperial County,CA,15.51,84.49,0.00,0.00,0.00,0.00,2011-11-29,2011-12-05,1
20111122,06025,Imperial County,CA,15.51,84.49,0.00,0.00,0.00,0.00,2011-11-22,2011-11-28,1
20111115,06025,Imperial County,CA,15.51,84.49,0.00,0.00,0.00,0.00,2011-11-15,2011-11-21,1
20111108,06025,Imperial County,CA,15.79,84.21,0.00,0.00,0.00,0.00,2011-11-08,2011-11-14,1
20111101,06025,Imperial County,CA,15.79,84.21,0.00,0.00,0.00,0.00,2011-11-01,2011-11-07,1
20111025,06025,Imperial County,CA,16.75,83.25,0.00,0.00,0.00,0.00,2011-10-25,2011-10-31,1
20111018,06025,Imperial County,CA,16.75,83.25,0.00,0.00,0.00,0.00,2011-10-18,2011-10-24,1
20111011,06025,Imperial County,CA,16.75,83.25,0.00,0.00,0.00,0.00,2011-10-11,2011-10-17,1
20111004,06025,Imperial County,CA,16.75,83.25,0.00,0.00,0.00,0.00,2011-10-04,2011-10-10,1
20110927,06025,Imperial County,CA,15.78,84.22,0.00,0.00,0.00,0.00,2011-09-27,2011-10-03,1
20110920,06025,Imperial County,CA,15.78,84.22,0.00,0.00,0.00,0.00,2011-09-20,2011-09-26,1
20110913,06025,Imperial County,CA,15.78,84.22,0.00,0.00,0.00,0.00,2011-09-13,2011-09-19,1
20110906,06025,Imperial County,CA,17.00,83.00,0.00,0.00,0.00,0.00,2011-09-06,2011-09-12,1
20110830,06025,Imperial County,CA,18.07,81.93,0.00,0.00,0.00,0.00,2011-08-30,2011-09-05,1
20110823,06025,Imperial County,CA,17.94,82.06,0.00,0.00,0.00,0.00,2011-08-23,2011-08-29,1
20110816,06025,Imperial County,CA,17.94,82.06,0.00,0.00,0.00,0.00,2011-08-16,2011-08-22,1
20110809,06025,Imperial County,CA,17.94,82.06,0.00,0.00,0.00,0.00,2011-08-09,2011-08-15,1
20110802,06025,Imperial County,CA,17.94,82.06,0.00,0.00,0.00,0.00,2011-08-02,2011-08-08,1
20110726,06025,Imperial County,CA,17.94,82.06,0.00,0.00,0.00,0.00,2011-07-26,2011-08-01,1
20110719,06025,Imperial County,CA,17.94,82.06,0.00,0.00,0.00,0.00,2011-07-19,2011-07-25,1
20110712,06025,Imperial County,CA,17.94,82.06,0.00,0.00,0.00,0.00,2011-07-12,2011-07-18,1
20110705,06025,Imperial County,CA,17.94,82.06,0.00,0.00,0.00,0.00,2011-07-05,2011-07-11,1
20110628,06025,Imperial County,CA,17.94,82.06,0.00,0.00,0.00,0.00,2011-06-28,2011-07-04,1
20110621,06025,Imperial County,CA,99.75,0.25,0.00,0.00,0.00,0.00,2011-06-21,2011-06-27,1
20110614,06025,Imperial County,CA,99.66,0.34,0.00,0.00,0.00,0.00,2011-06-14,2011-06-20,1
20110607,06025,Imperial County,CA,99.66,0.34,0.00,0.00,0.00,0.00,2011-06-07,2011-06-13,1
20110531,06025,Imperial County,CA,99.66,0.34,0.00,0.00,0.00,0.00,2011-05-31,2011-06-06,1
20110524,06025,Imperial County,CA,99.66,0.34,0.00,0.00,0.00,0.00,2011-05-24,2011-05-30,1
20110517,06025,Imperial County,CA,99.66,0.34,0.00,0.00,0.00,0.00,2011-05-17,2011-05-23,1
20110510,06025,Imperial County,CA,99.66,0.34,0.00,0.00,0.00,0.00,2011-05-10,2011-05-16,1
20110503,06025,Imperial County,CA,99.66,0.34,0.00,0.00,0.00,0.00,2011-05-03,2011-05-09,1
20110426,06025,Imperial County,CA,99.66,0.34,0.00,0.00,0.00,0.00,2011-04-26,2011-05-02,1
20110419,06025,Imperial County,CA,99.66,0.34,0.00,0.00,0.00,0.00,2011-04-19,2011-04-25,1
20110412,06025,Imperial County,CA,99.66,0.34,0.00,0.00,0.00,0.00,2011-04-12,2011-04-18,1
20110405,06025,Imperial County,CA,99.66,0.34,0.00,0.00,0.00,0.00,2011-04-05,2011-04-11,1
20110329,06025,Imperial County,CA,97.74,2.26,0.00,0.00,0.00,0.00,2011-03-29,2011-04-04,1
20110322,06025,Imperial County,CA,97.74,2.26,0.00,0.00,0.00,0.00,2011-03-22,2011-03-28,1
20110315,06025,Imperial County,CA,97.74,2.26,0.00,0.00,0.00,0.00,2011-03-15,2011-03-21,1
20110308,06025,Imperial County,CA,97.74,2.26,0.00,0.00,0.00,0.00,2011-03-08,2011-03-14,1
20110301,06025,Imperial County,CA,97.74,2.26,0.00,0.00,0.00,0.00,2011-03-01,2011-03-07,1
20110222,06025,Imperial County,CA,97.74,2.26,0.00,0.00,0.00,0.00,2011-02-22,2011-02-28,1
20110215,06025,Imperial County,CA,97.74,2.26,0.00,0.00,0.00,0.00,2011-02-15,2011-02-21,1
20110208,06025,Imperial County,CA,97.74,2.26,0.00,0.00,0.00,0.00,2011-02-08,2011-02-14,1
20110201,06025,Imperial County,CA,97.74,2.26,0.00,0.00,0.00,0.00,2011-02-01,2011-02-07,1
20110125,06025,Imperial County,CA,97.74,2.26,0.00,0.00,0.00,0.00,2011-01-25,2011-01-31,1
20110118,06025,Imperial County,CA,97.74,2.26,0.00,0.00,0.00,0.00,2011-01-18,2011-01-24,1
20110111,06025,Imperial County,CA,97.47,2.53,0.00,0.00,0.00,0.00,2011-01-11,2011-01-17,1
20110104,06025,Imperial County,CA,97.47,2.53,0.00,0.00,0.00,0.00,2011-01-04,2011-01-10,1
20101228,06025,Imperial County,CA,97.28,2.72,0.00,0.00,0.00,0.00,2010-12-28,2011-01-03,1
20101221,06025,Imperial County,CA,87.78,12.22,0.00,0.00,0.00,0.00,2010-12-21,2010-12-27,1
20101214,06025,Imperial County,CA,87.78,12.22,0.00,0.00,0.00,0.00,2010-12-14,2010-12-20,1
20101207,06025,Imperial County,CA,87.78,12.22,0.00,0.00,0.00,0.00,2010-12-07,2010-12-13,1
20101130,06025,Imperial County,CA,87.78,12.22,0.00,0.00,0.00,0.00,2010-11-30,2010-12-06,1
20101123,06025,Imperial County,CA,87.57,12.43,0.00,0.00,0.00,0.00,2010-11-23,2010-11-29,1
20101116,06025,Imperial County,CA,87.57,12.43,0.00,0.00,0.00,0.00,2010-11-16,2010-11-22,1
20101109,06025,Imperial County,CA,87.57,12.43,0.00,0.00,0.00,0.00,2010-11-09,2010-11-15,1
20101102,06025,Imperial County,CA,87.57,12.43,0.00,0.00,0.00,0.00,2010-11-02,2010-11-08,1
20101026,06025,Imperial County,CA,87.57,12.43,0.00,0.00,0.00,0.00,2010-10-26,2010-11-01,1
20101019,06025,Imperial County,CA,87.66,12.34,0.00,0.00,0.00,0.00,2010-10-19,2010-10-25,1
20101012,06025,Imperial County,CA,87.66,12.34,0.00,0.00,0.00,0.00,2010-10-12,2010-10-18,1
20101005,06025,Imperial County,CA,87.66,12.34,0.00,0.00,0.00,0.00,2010-10-05,2010-10-11,1
20100928,06025,Imperial County,CA,87.66,12.34,0.00,0.00,0.00,0.00,2010-09-28,2010-10-04,1
20100921,06025,Imperial County,CA,87.66,12.34,0.00,0.00,0.00,0.00,2010-09-21,2010-09-27,1
20100914,06025,Imperial County,CA,87.66,12.34,0.00,0.00,0.00,0.00,2010-09-14,2010-09-20,1
20100907,06025,Imperial County,CA,87.66,12.34,0.00,0.00,0.00,0.00,2010-09-07,2010-09-13,1
20100831,06025,Imperial County,CA,87.66,12.34,0.00,0.00,0.00,0.00,2010-08-31,2010-09-06,1
20100824,06025,Imperial County,CA,87.66,12.34,0.00,0.00,0.00,0.00,2010-08-24,2010-08-30,1
20100817,06025,Imperial County,CA,87.66,12.34,0.00,0.00,0.00,0.00,2010-08-17,2010-08-23,1
20100810,06025,Imperial County,CA,87.66,12.34,0.00,0.00,0.00,0.00,2010-08-10,2010-08-16,1
20100803,06025,Imperial County,CA,87.66,12.34,0.00,0.00,0.00,0.00,2010-08-03,2010-08-09,1
20100727,06025,Imperial County,CA,94.50,5.50,0.00,0.00,0.00,0.00,2010-07-27,2010-08-02,1
20100720,06025,Imperial County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2010-07-20,2010-07-26,1
20100713,06025,Imperial County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2010-07-13,2010-07-19,1
20100706,06025,Imperial County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2010-07-06,2010-07-12,1
20100629,06025,Imperial County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2010-06-29,2010-07-05,1
20100622,06025,Imperial County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2010-06-22,2010-06-28,1
20100615,06025,Imperial County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2010-06-15,2010-06-21,1
20100608,06025,Imperial County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2010-06-08,2010-06-14,1
20100601,06025,Imperial County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2010-06-01,2010-06-07,1
20100525,06025,Imperial County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2010-05-25,2010-05-31,1
20100518,06025,Imperial County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2010-05-18,2010-05-24,1
20100511,06025,Imperial County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2010-05-11,2010-05-17,1
20100504,06025,Imperial County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2010-05-04,2010-05-10,1
20100427,06025,Imperial County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2010-04-27,2010-05-03,1
20100420,06025,Imperial County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2010-04-20,2010-04-26,1
20100413,06025,Imperial County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2010-04-13,2010-04-19,1
20100406,06025,Imperial County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2010-04-06,2010-04-12,1
20100330,06025,Imperial County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2010-03-30,2010-04-05,1
20100323,06025,Imperial County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2010-03-23,2010-03-29,1
20100316,06025,Imperial County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2010-03-16,2010-03-22,1
20100309,06025,Imperial County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2010-03-09,2010-03-15,1
20100302,06025,Imperial County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2010-03-02,2010-03-08,1
20100223,06025,Imperial County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2010-02-23,2010-03-01,1
20100216,06025,Imperial County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2010-02-16,2010-02-22,1
20100209,06025,Imperial County,CA,46.32,53.68,0.00,0.00,0.00,0.00,2010-02-09,2010-02-15,1
20100202,06025,Imperial County,CA,45.82,54.18,0.00,0.00,0.00,0.00,2010-02-02,2010-02-08,1
20100126,06025,Imperial County,CA,45.71,54.29,0.00,0.00,0.00,0.00,2010-01-26,2010-02-01,1
20100119,06025,Imperial County,CA,0.00,100.00,70.62,0.00,0.00,0.00,2010-01-19,2010-01-25,1
20100112,06025,Imperial County,CA,0.00,100.00,70.62,0.00,0.00,0.00,2010-01-12,2010-01-18,1
20100105,06025,Imperial County,CA,0.00,100.00,70.62,0.00,0.00,0.00,2010-01-05,2010-01-11,1
20091229,06025,Imperial County,CA,0.00,100.00,70.62,0.00,0.00,0.00,2009-12-29,2010-01-04,1
20091222,06025,Imperial County,CA,0.00,100.00,70.62,0.00,0.00,0.00,2009-12-22,2009-12-28,1
20091215,06025,Imperial County,CA,0.00,100.00,70.62,0.00,0.00,0.00,2009-12-15,2009-12-21,1
20091208,06025,Imperial County,CA,0.00,100.00,70.62,2.23,0.00,0.00,2009-12-08,2009-12-14,1
20091201,06025,Imperial County,CA,0.00,100.00,70.62,2.23,0.00,0.00,2009-12-01,2009-12-07,1
20091124,06025,Imperial County,CA,0.00,100.00,70.62,2.23,0.00,0.00,2009-11-24,2009-11-30,1
20091117,06025,Imperial County,CA,0.00,100.00,63.25,2.23,0.00,0.00,2009-11-17,2009-11-23,1
20091110,06025,Imperial County,CA,0.00,100.00,63.25,2.23,0.00,0.00,2009-11-10,2009-11-16,1
20091103,06025,Imperial County,CA,0.00,100.00,64.09,2.23,0.00,0.00,2009-11-03,2009-11-09,1
20091027,06025,Imperial County,CA,0.00,100.00,37.97,2.23,0.00,0.00,2009-10-27,2009-11-02,1
20091020,06025,Imperial County,CA,0.00,100.00,37.97,2.23,0.00,0.00,2009-10-20,2009-10-26,1
20091013,06025,Imperial County,CA,0.00,100.00,37.97,2.23,0.00,0.00,2009-10-13,2009-10-19,1
20091006,06025,Imperial County,CA,0.00,100.00,37.97,2.23,0.00,0.00,2009-10-06,2009-10-12,1
20090929,06025,Imperial County,CA,0.00,100.00,37.97,2.23,0.00,0.00,2009-09-29,2009-10-05,1
20090922,06025,Imperial County,CA,0.00,100.00,37.97,2.23,0.00,0.00,2009-09-22,2009-09-28,1
20090915,06025,Imperial County,CA,0.00,100.00,37.97,2.23,0.00,0.00,2009-09-15,2009-09-21,1
20090908,06025,Imperial County,CA,0.00,100.00,37.97,2.23,0.00,0.00,2009-09-08,2009-09-14,1
20090901,06025,Imperial County,CA,0.00,100.00,37.97,2.23,0.00,0.00,2009-09-01,2009-09-07,1
20090825,06025,Imperial County,CA,0.55,99.45,37.97,2.23,0.00,0.00,2009-08-25,2009-08-31,1
20090818,06025,Imperial County,CA,0.55,99.45,37.97,2.23,0.00,0.00,2009-08-18,2009-08-24,1
20090811,06025,Imperial County,CA,0.55,99.45,37.97,2.23,0.00,0.00,2009-08-11,2009-08-17,1
20090804,06025,Imperial County,CA,0.81,99.19,37.97,2.23,0.00,0.00,2009-08-04,2009-08-10,1
20090728,06025,Imperial County,CA,0.57,99.43,37.97,2.23,0.00,0.00,2009-07-28,2009-08-03,1
20090721,06025,Imperial County,CA,0.57,99.43,37.97,2.23,0.00,0.00,2009-07-21,2009-07-27,1
20090714,06025,Imperial County,CA,0.57,99.43,37.97,2.23,0.00,0.00,2009-07-14,2009-07-20,1
20090707,06025,Imperial County,CA,0.57,99.43,37.97,2.23,0.00,0.00,2009-07-07,2009-07-13,1
20090630,06025,Imperial County,CA,0.57,99.43,37.97,2.23,0.00,0.00,2009-06-30,2009-07-06,1
20090623,06025,Imperial County,CA,0.57,99.43,37.97,2.23,0.00,0.00,2009-06-23,2009-06-29,1
20090616,06025,Imperial County,CA,0.64,99.36,37.97,2.23,0.00,0.00,2009-06-16,2009-06-22,1
20090609,06025,Imperial County,CA,0.43,99.57,38.33,2.23,0.00,0.00,2009-06-09,2009-06-15,1
20090602,06025,Imperial County,CA,0.43,99.57,38.33,2.23,0.00,0.00,2009-06-02,2009-06-08,1
20090526,06025,Imperial County,CA,0.25,99.75,37.44,0.00,0.00,0.00,2009-05-26,2009-06-01,1
20090519,06025,Imperial County,CA,0.25,99.75,37.44,0.00,0.00,0.00,2009-05-19,2009-05-25,1
20090512,06025,Imperial County,CA,0.36,99.64,37.44,0.00,0.00,0.00,2009-05-12,2009-05-18,1
20090505,06025,Imperial County,CA,0.36,99.64,37.44,0.00,0.00,0.00,2009-05-05,2009-05-11,1
20090428,06025,Imperial County,CA,0.36,99.64,37.44,0.00,0.00,0.00,2009-04-28,2009-05-04,1
20090421,06025,Imperial County,CA,0.36,99.64,37.44,0.00,0.00,0.00,2009-04-21,2009-04-27,1
20090414,06025,Imperial County,CA,23.59,76.41,0.00,0.00,0.00,0.00,2009-04-14,2009-04-20,1
20090407,06025,Imperial County,CA,23.59,76.41,0.00,0.00,0.00,0.00,2009-04-07,2009-04-13,1
20090331,06025,Imperial County,CA,23.59,76.41,0.00,0.00,0.00,0.00,2009-03-31,2009-04-06,1
20090324,06025,Imperial County,CA,23.59,76.41,0.00,0.00,0.00,0.00,2009-03-24,2009-03-30,1
20090317,06025,Imperial County,CA,23.59,76.41,0.00,0.00,0.00,0.00,2009-03-17,2009-03-23,1
20090310,06025,Imperial County,CA,23.59,76.41,0.00,0.00,0.00,0.00,2009-03-10,2009-03-16,1
20090303,06025,Imperial County,CA,23.59,76.41,0.00,0.00,0.00,0.00,2009-03-03,2009-03-09,1
20090224,06025,Imperial County,CA,23.59,76.41,0.00,0.00,0.00,0.00,2009-02-24,2009-03-02,1
20090217,06025,Imperial County,CA,23.59,76.41,0.00,0.00,0.00,0.00,2009-02-17,2009-02-23,1
20090210,06025,Imperial County,CA,3.93,96.07,33.30,0.00,0.00,0.00,2009-02-10,2009-02-16,1
20090203,06025,Imperial County,CA,0.00,100.00,96.28,0.00,0.00,0.00,2009-02-03,2009-02-09,1
20090127,06025,Imperial County,CA,0.00,100.00,96.28,0.00,0.00,0.00,2009-01-27,2009-02-02,1
20090120,06025,Imperial County,CA,0.00,100.00,96.28,0.00,0.00,0.00,2009-01-20,2009-01-26,1
20090113,06025,Imperial County,CA,0.00,100.00,96.28,0.00,0.00,0.00,2009-01-13,2009-01-19,1
20090106,06025,Imperial County,CA,0.00,100.00,96.28,0.00,0.00,0.00,2009-01-06,2009-01-12,1
20081230,06025,Imperial County,CA,0.00,100.00,96.28,0.00,0.00,0.00,2008-12-30,2009-01-05,1
20081223,06025,Imperial County,CA,0.00,100.00,96.28,0.00,0.00,0.00,2008-12-23,2008-12-29,1
20081216,06025,Imperial County,CA,0.00,100.00,96.28,39.22,0.00,0.00,2008-12-16,2008-12-22,1
20081209,06025,Imperial County,CA,0.00,100.00,96.28,39.22,0.00,0.00,2008-12-09,2008-12-15,1
20081202,06025,Imperial County,CA,0.00,100.00,96.28,39.22,0.00,0.00,2008-12-02,2008-12-08,1
20081125,06025,Imperial County,CA,0.00,100.00,96.28,39.22,0.00,0.00,2008-11-25,2008-12-01,1
20081118,06025,Imperial County,CA,0.00,100.00,96.28,39.22,0.00,0.00,2008-11-18,2008-11-24,1
20081111,06025,Imperial County,CA,0.00,100.00,96.28,39.22,0.00,0.00,2008-11-11,2008-11-17,1
20081104,06025,Imperial County,CA,0.00,100.00,96.28,2.30,0.00,0.00,2008-11-04,2008-11-10,1
20081028,06025,Imperial County,CA,0.00,100.00,96.28,2.30,0.00,0.00,2008-10-28,2008-11-03,1
20081021,06025,Imperial County,CA,0.00,100.00,96.19,2.63,0.00,0.00,2008-10-21,2008-10-27,1
20081014,06025,Imperial County,CA,0.00,100.00,96.25,2.40,0.00,0.00,2008-10-14,2008-10-20,1
20081007,06025,Imperial County,CA,0.00,100.00,96.26,0.00,0.00,0.00,2008-10-07,2008-10-13,1
20080930,06025,Imperial County,CA,0.00,100.00,96.26,0.00,0.00,0.00,2008-09-30,2008-10-06,1
20080923,06025,Imperial County,CA,0.00,100.00,96.26,0.00,0.00,0.00,2008-09-23,2008-09-29,1
20080916,06025,Imperial County,CA,0.00,100.00,96.26,0.00,0.00,0.00,2008-09-16,2008-09-22,1
20080909,06025,Imperial County,CA,0.00,100.00,96.26,0.00,0.00,0.00,2008-09-09,2008-09-15,1
20080902,06025,Imperial County,CA,0.00,100.00,96.26,0.00,0.00,0.00,2008-09-02,2008-09-08,1
20080826,06025,Imperial County,CA,0.00,100.00,96.26,0.00,0.00,0.00,2008-08-26,2008-09-01,1
20080819,06025,Imperial County,CA,0.00,100.00,96.26,0.00,0.00,0.00,2008-08-19,2008-08-25,1
20080812,06025,Imperial County,CA,0.00,100.00,96.26,0.00,0.00,0.00,2008-08-12,2008-08-18,1
20080805,06025,Imperial County,CA,0.00,100.00,96.26,0.00,0.00,0.00,2008-08-05,2008-08-11,1
20080729,06025,Imperial County,CA,0.00,100.00,96.26,0.00,0.00,0.00,2008-07-29,2008-08-04,1
