20170606,06001,Alameda County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-06-06,2017-06-12,1
20170530,06001,Alameda County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-30,2017-06-05,1
20170523,06001,Alameda County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-23,2017-05-29,1
20170516,06001,Alameda County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-16,2017-05-22,1
20170509,06001,Alameda County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-09,2017-05-15,1
20170502,06001,Alameda County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-05-02,2017-05-08,1
20170425,06001,Alameda County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-04-25,2017-05-01,1
20170418,06001,Alameda County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-04-18,2017-04-24,1
20170411,06001,Alameda County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-04-11,2017-04-17,1
20170404,06001,Alameda County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-04-04,2017-04-10,1
20170328,06001,Alameda County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-03-28,2017-04-03,1
20170321,06001,Alameda County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-03-21,2017-03-27,1
20170314,06001,Alameda County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-03-14,2017-03-20,1
20170307,06001,Alameda County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-03-07,2017-03-13,1
20170228,06001,Alameda County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-02-28,2017-03-06,1
20170221,06001,Alameda County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-02-21,2017-02-27,1
20170214,06001,Alameda County,CA,100.00,0.00,0.00,0.00,0.00,0.00,2017-02-14,2017-02-20,1
20170207,06001,Alameda County,CA,96.58,3.42,0.00,0.00,0.00,0.00,2017-02-07,2017-02-13,1
20170131,06001,Alameda County,CA,96.58,3.42,0.00,0.00,0.00,0.00,2017-01-31,2017-02-06,1
20170124,06001,Alameda County,CA,96.58,3.42,0.00,0.00,0.00,0.00,2017-01-24,2017-01-30,1
20170117,06001,Alameda County,CA,18.13,81.87,3.51,0.00,0.00,0.00,2017-01-17,2017-01-23,1
20170110,06001,Alameda County,CA,18.13,81.87,3.51,0.00,0.00,0.00,2017-01-10,2017-01-16,1
20170103,06001,Alameda County,CA,0.00,100.00,94.14,61.86,0.00,0.00,2017-01-03,2017-01-09,1
20161227,06001,Alameda County,CA,0.00,100.00,94.14,61.86,0.00,0.00,2016-12-27,2017-01-02,1
20161220,06001,Alameda County,CA,0.00,100.00,94.14,61.86,0.00,0.00,2016-12-20,2016-12-26,1
20161213,06001,Alameda County,CA,0.00,100.00,100.00,82.42,44.83,0.00,2016-12-13,2016-12-19,1
20161206,06001,Alameda County,CA,0.00,100.00,100.00,82.42,44.83,0.00,2016-12-06,2016-12-12,1
20161129,06001,Alameda County,CA,0.00,100.00,100.00,82.42,44.83,0.00,2016-11-29,2016-12-05,1
20161122,06001,Alameda County,CA,0.00,100.00,100.00,82.42,44.83,0.00,2016-11-22,2016-11-28,1
20161115,06001,Alameda County,CA,0.00,100.00,100.00,82.42,44.83,0.00,2016-11-15,2016-11-21,1
20161108,06001,Alameda County,CA,0.00,100.00,100.00,82.42,44.83,0.00,2016-11-08,2016-11-14,1
20161101,06001,Alameda County,CA,0.00,100.00,100.00,82.42,44.83,0.00,2016-11-01,2016-11-07,1
20161025,06001,Alameda County,CA,0.00,100.00,100.00,82.42,44.83,0.00,2016-10-25,2016-10-31,1
20161018,06001,Alameda County,CA,0.00,100.00,100.00,82.42,44.83,0.00,2016-10-18,2016-10-24,1
20161011,06001,Alameda County,CA,0.00,100.00,100.00,82.42,44.83,0.00,2016-10-11,2016-10-17,1
20161004,06001,Alameda County,CA,0.00,100.00,100.00,82.42,44.83,0.00,2016-10-04,2016-10-10,1
20160927,06001,Alameda County,CA,0.00,100.00,100.00,82.42,44.83,0.00,2016-09-27,2016-10-03,1
20160920,06001,Alameda County,CA,0.00,100.00,100.00,82.42,44.83,0.00,2016-09-20,2016-09-26,1
20160913,06001,Alameda County,CA,0.00,100.00,100.00,82.42,44.83,0.00,2016-09-13,2016-09-19,1
20160906,06001,Alameda County,CA,0.00,100.00,100.00,82.42,44.83,0.00,2016-09-06,2016-09-12,1
20160830,06001,Alameda County,CA,0.00,100.00,100.00,82.42,44.83,0.00,2016-08-30,2016-09-05,1
20160823,06001,Alameda County,CA,0.00,100.00,100.00,82.42,44.83,0.00,2016-08-23,2016-08-29,1
20160816,06001,Alameda County,CA,0.00,100.00,100.00,82.42,44.83,0.00,2016-08-16,2016-08-22,1
20160809,06001,Alameda County,CA,0.00,100.00,100.00,82.42,44.83,0.00,2016-08-09,2016-08-15,1
20160802,06001,Alameda County,CA,0.00,100.00,100.00,82.42,44.83,0.00,2016-08-02,2016-08-08,1
20160726,06001,Alameda County,CA,0.00,100.00,100.00,82.42,44.83,0.00,2016-07-26,2016-08-01,1
20160719,06001,Alameda County,CA,0.00,100.00,100.00,82.42,44.83,0.00,2016-07-19,2016-07-25,1
20160712,06001,Alameda County,CA,0.00,100.00,100.00,82.42,44.83,0.00,2016-07-12,2016-07-18,1
20160705,06001,Alameda County,CA,0.00,100.00,100.00,82.42,44.83,0.00,2016-07-05,2016-07-11,1
20160628,06001,Alameda County,CA,0.00,100.00,100.00,82.42,44.83,0.00,2016-06-28,2016-07-04,1
20160621,06001,Alameda County,CA,0.00,100.00,100.00,82.42,44.83,0.00,2016-06-21,2016-06-27,1
20160614,06001,Alameda County,CA,0.00,100.00,100.00,82.42,44.83,0.00,2016-06-14,2016-06-20,1
20160607,06001,Alameda County,CA,0.00,100.00,100.00,82.42,44.83,0.00,2016-06-07,2016-06-13,1
20160531,06001,Alameda County,CA,0.00,100.00,100.00,82.42,44.83,0.00,2016-05-31,2016-06-06,1
20160524,06001,Alameda County,CA,0.00,100.00,100.00,82.42,44.83,0.00,2016-05-24,2016-05-30,1
20160517,06001,Alameda County,CA,0.00,100.00,100.00,82.42,44.83,0.00,2016-05-17,2016-05-23,1
20160510,06001,Alameda County,CA,0.00,100.00,100.00,82.42,44.83,0.00,2016-05-10,2016-05-16,1
20160503,06001,Alameda County,CA,0.00,100.00,100.00,82.42,44.83,0.00,2016-05-03,2016-05-09,1
20160426,06001,Alameda County,CA,0.00,100.00,100.00,82.42,44.83,0.00,2016-04-26,2016-05-02,1
20160419,06001,Alameda County,CA,0.00,100.00,100.00,82.42,44.83,0.00,2016-04-19,2016-04-25,1
20160412,06001,Alameda County,CA,0.00,100.00,100.00,82.42,44.83,16.37,2016-04-12,2016-04-18,1
20160405,06001,Alameda County,CA,0.00,100.00,100.00,82.42,44.83,16.37,2016-04-05,2016-04-11,1
20160329,06001,Alameda County,CA,0.00,100.00,100.00,82.42,44.83,20.82,2016-03-29,2016-04-04,1
20160322,06001,Alameda County,CA,0.00,100.00,100.00,82.42,44.83,20.82,2016-03-22,2016-03-28,1
20160315,06001,Alameda County,CA,0.00,100.00,100.00,82.42,44.83,20.82,2016-03-15,2016-03-21,1
20160308,06001,Alameda County,CA,0.00,100.00,100.00,100.00,98.46,20.82,2016-03-08,2016-03-14,1
20160301,06001,Alameda County,CA,0.00,100.00,100.00,100.00,98.46,20.82,2016-03-01,2016-03-07,1
20160223,06001,Alameda County,CA,0.00,100.00,100.00,100.00,98.46,20.82,2016-02-23,2016-02-29,1
20160216,06001,Alameda County,CA,0.00,100.00,100.00,100.00,98.46,20.82,2016-02-16,2016-02-22,1
20160209,06001,Alameda County,CA,0.00,100.00,100.00,100.00,98.46,20.82,2016-02-09,2016-02-15,1
20160202,06001,Alameda County,CA,0.00,100.00,100.00,100.00,98.46,20.82,2016-02-02,2016-02-08,1
20160126,06001,Alameda County,CA,0.00,100.00,100.00,100.00,99.93,18.96,2016-01-26,2016-02-01,1
20160119,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,18.96,2016-01-19,2016-01-25,1
20160112,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,18.96,2016-01-12,2016-01-18,1
20160105,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,18.96,2016-01-05,2016-01-11,1
20151229,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,18.96,2015-12-29,2016-01-04,1
20151222,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,18.96,2015-12-22,2015-12-28,1
20151215,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,18.96,2015-12-15,2015-12-21,1
20151208,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,18.96,2015-12-08,2015-12-14,1
20151201,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,18.96,2015-12-01,2015-12-07,1
20151124,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,18.96,2015-11-24,2015-11-30,1
20151117,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,18.96,2015-11-17,2015-11-23,1
20151110,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,18.96,2015-11-10,2015-11-16,1
20151103,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,18.96,2015-11-03,2015-11-09,1
20151027,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,18.96,2015-10-27,2015-11-02,1
20151020,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,18.96,2015-10-20,2015-10-26,1
20151013,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,18.96,2015-10-13,2015-10-19,1
20151006,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,18.96,2015-10-06,2015-10-12,1
20150929,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,18.96,2015-09-29,2015-10-05,1
20150922,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,18.96,2015-09-22,2015-09-28,1
20150915,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,18.96,2015-09-15,2015-09-21,1
20150908,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,18.96,2015-09-08,2015-09-14,1
20150901,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,18.96,2015-09-01,2015-09-07,1
20150825,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,18.96,2015-08-25,2015-08-31,1
20150818,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,18.96,2015-08-18,2015-08-24,1
20150811,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,18.96,2015-08-11,2015-08-17,1
20150804,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,18.96,2015-08-04,2015-08-10,1
20150728,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,18.96,2015-07-28,2015-08-03,1
20150721,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,18.96,2015-07-21,2015-07-27,1
20150714,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,18.96,2015-07-14,2015-07-20,1
20150707,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,18.96,2015-07-07,2015-07-13,1
20150630,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,18.96,2015-06-30,2015-07-06,1
20150623,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,18.96,2015-06-23,2015-06-29,1
20150616,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,18.96,2015-06-16,2015-06-22,1
20150609,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,18.96,2015-06-09,2015-06-15,1
20150602,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,18.96,2015-06-02,2015-06-08,1
20150526,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,18.96,2015-05-26,2015-06-01,1
20150519,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,18.96,2015-05-19,2015-05-25,1
20150512,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,18.96,2015-05-12,2015-05-18,1
20150505,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,18.96,2015-05-05,2015-05-11,1
20150428,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,18.96,2015-04-28,2015-05-04,1
20150421,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,18.96,2015-04-21,2015-04-27,1
20150414,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,18.96,2015-04-14,2015-04-20,1
20150407,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,18.96,2015-04-07,2015-04-13,1
20150331,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,18.96,2015-03-31,2015-04-06,1
20150324,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,18.96,2015-03-24,2015-03-30,1
20150317,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,18.96,2015-03-17,2015-03-23,1
20150310,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,18.96,2015-03-10,2015-03-16,1
20150303,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,18.96,2015-03-03,2015-03-09,1
20150224,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,18.96,2015-02-24,2015-03-02,1
20150217,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,18.96,2015-02-17,2015-02-23,1
20150210,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,18.96,2015-02-10,2015-02-16,1
20150203,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,18.96,2015-02-03,2015-02-09,1
20150127,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,18.96,2015-01-27,2015-02-02,1
20150120,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,18.96,2015-01-20,2015-01-26,1
20150113,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,18.96,2015-01-13,2015-01-19,1
20150106,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,18.96,2015-01-06,2015-01-12,1
20141230,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,18.96,2014-12-30,2015-01-05,1
20141223,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,18.96,2014-12-23,2014-12-29,1
20141216,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,18.96,2014-12-16,2014-12-22,1
20141209,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,100.00,2014-12-09,2014-12-15,1
20141202,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,100.00,2014-12-02,2014-12-08,1
20141125,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,100.00,2014-11-25,2014-12-01,1
20141118,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,100.00,2014-11-18,2014-11-24,1
20141111,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,100.00,2014-11-11,2014-11-17,1
20141104,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,100.00,2014-11-04,2014-11-10,1
20141028,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,100.00,2014-10-28,2014-11-03,1
20141021,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,100.00,2014-10-21,2014-10-27,1
20141014,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,100.00,2014-10-14,2014-10-20,1
20141007,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,100.00,2014-10-07,2014-10-13,1
20140930,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,100.00,2014-09-30,2014-10-06,1
20140923,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,100.00,2014-09-23,2014-09-29,1
20140916,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,100.00,2014-09-16,2014-09-22,1
20140909,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,100.00,2014-09-09,2014-09-15,1
20140902,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,100.00,2014-09-02,2014-09-08,1
20140826,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,100.00,2014-08-26,2014-09-01,1
20140819,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,100.00,2014-08-19,2014-08-25,1
20140812,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,100.00,2014-08-12,2014-08-18,1
20140805,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,100.00,2014-08-05,2014-08-11,1
20140729,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,100.00,2014-07-29,2014-08-04,1
20140722,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,100.00,2014-07-22,2014-07-28,1
20140715,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,100.00,2014-07-15,2014-07-21,1
20140708,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,100.00,2014-07-08,2014-07-14,1
20140701,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,100.00,2014-07-01,2014-07-07,1
20140624,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,100.00,2014-06-24,2014-06-30,1
20140617,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,100.00,2014-06-17,2014-06-23,1
20140610,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,96.09,2014-06-10,2014-06-16,1
20140603,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,96.09,2014-06-03,2014-06-09,1
20140527,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,96.09,2014-05-27,2014-06-02,1
20140520,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,96.09,2014-05-20,2014-05-26,1
20140513,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,96.09,2014-05-13,2014-05-19,1
20140506,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,96.09,2014-05-06,2014-05-12,1
20140429,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,96.09,2014-04-29,2014-05-05,1
20140422,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,96.09,2014-04-22,2014-04-28,1
20140415,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,57.65,2014-04-15,2014-04-21,1
20140408,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,57.65,2014-04-08,2014-04-14,1
20140401,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,57.65,2014-04-01,2014-04-07,1
20140325,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,57.65,2014-03-25,2014-03-31,1
20140318,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,57.65,2014-03-18,2014-03-24,1
20140311,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,57.65,2014-03-11,2014-03-17,1
20140304,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,57.65,2014-03-04,2014-03-10,1
20140225,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,57.65,2014-02-25,2014-03-03,1
20140218,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,0.00,2014-02-18,2014-02-24,1
20140211,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,0.00,2014-02-11,2014-02-17,1
20140204,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,0.00,2014-02-04,2014-02-10,1
20140128,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,0.00,2014-01-28,2014-02-03,1
20140121,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,0.00,2014-01-21,2014-01-27,1
20140114,06001,Alameda County,CA,0.00,100.00,100.00,100.00,100.00,0.00,2014-01-14,2014-01-20,1
20140107,06001,Alameda County,CA,0.00,100.00,100.00,100.00,6.91,0.00,2014-01-07,2014-01-13,1
20131231,06001,Alameda County,CA,0.00,100.00,100.00,100.00,6.91,0.00,2013-12-31,2014-01-06,1
20131224,06001,Alameda County,CA,0.00,100.00,100.00,100.00,6.91,0.00,2013-12-24,2013-12-30,1
20131217,06001,Alameda County,CA,0.00,100.00,100.00,100.00,6.91,0.00,2013-12-17,2013-12-23,1
20131210,06001,Alameda County,CA,0.00,100.00,100.00,100.00,6.91,0.00,2013-12-10,2013-12-16,1
20131203,06001,Alameda County,CA,0.00,100.00,100.00,100.00,6.91,0.00,2013-12-03,2013-12-09,1
20131126,06001,Alameda County,CA,0.00,100.00,100.00,100.00,6.91,0.00,2013-11-26,2013-12-02,1
20131119,06001,Alameda County,CA,0.00,100.00,100.00,100.00,6.91,0.00,2013-11-19,2013-11-25,1
20131112,06001,Alameda County,CA,0.00,100.00,100.00,100.00,0.00,0.00,2013-11-12,2013-11-18,1
20131105,06001,Alameda County,CA,0.00,100.00,100.00,100.00,0.00,0.00,2013-11-05,2013-11-11,1
20131029,06001,Alameda County,CA,0.00,100.00,100.00,100.00,0.00,0.00,2013-10-29,2013-11-04,1
20131022,06001,Alameda County,CA,0.00,100.00,100.00,100.00,0.00,0.00,2013-10-22,2013-10-28,1
20131015,06001,Alameda County,CA,0.00,100.00,100.00,100.00,0.00,0.00,2013-10-15,2013-10-21,1
20131008,06001,Alameda County,CA,0.00,100.00,100.00,100.00,0.00,0.00,2013-10-08,2013-10-14,1
20131001,06001,Alameda County,CA,0.00,100.00,100.00,100.00,0.00,0.00,2013-10-01,2013-10-07,1
20130924,06001,Alameda County,CA,0.00,100.00,100.00,100.00,0.00,0.00,2013-09-24,2013-09-30,1
20130917,06001,Alameda County,CA,0.00,100.00,100.00,100.00,0.00,0.00,2013-09-17,2013-09-23,1
20130910,06001,Alameda County,CA,0.00,100.00,100.00,100.00,0.00,0.00,2013-09-10,2013-09-16,1
20130903,06001,Alameda County,CA,0.00,100.00,100.00,100.00,0.00,0.00,2013-09-03,2013-09-09,1
20130827,06001,Alameda County,CA,0.00,100.00,100.00,100.00,0.00,0.00,2013-08-27,2013-09-02,1
20130820,06001,Alameda County,CA,0.00,100.00,100.00,100.00,0.00,0.00,2013-08-20,2013-08-26,1
20130813,06001,Alameda County,CA,0.00,100.00,100.00,100.00,0.00,0.00,2013-08-13,2013-08-19,1
20130806,06001,Alameda County,CA,0.00,100.00,100.00,100.00,0.00,0.00,2013-08-06,2013-08-12,1
20130730,06001,Alameda County,CA,0.00,100.00,100.00,100.00,0.00,0.00,2013-07-30,2013-08-05,1
20130723,06001,Alameda County,CA,0.00,100.00,100.00,100.00,0.00,0.00,2013-07-23,2013-07-29,1
20130716,06001,Alameda County,CA,0.00,100.00,100.00,100.00,0.00,0.00,2013-07-16,2013-07-22,1
20130709,06001,Alameda County,CA,0.00,100.00,100.00,100.00,0.00,0.00,2013-07-09,2013-07-15,1
20130702,06001,Alameda County,CA,0.00,100.00,100.00,100.00,0.00,0.00,2013-07-02,2013-07-08,1
20130625,06001,Alameda County,CA,0.00,100.00,100.00,100.00,0.00,0.00,2013-06-25,2013-07-01,1
20130618,06001,Alameda County,CA,0.00,100.00,100.00,0.00,0.00,0.00,2013-06-18,2013-06-24,1
20130611,06001,Alameda County,CA,0.00,100.00,100.00,0.00,0.00,0.00,2013-06-11,2013-06-17,1
20130604,06001,Alameda County,CA,0.00,100.00,100.00,0.00,0.00,0.00,2013-06-04,2013-06-10,1
20130528,06001,Alameda County,CA,0.00,100.00,100.00,0.00,0.00,0.00,2013-05-28,2013-06-03,1
20130521,06001,Alameda County,CA,0.00,100.00,100.00,0.00,0.00,0.00,2013-05-21,2013-05-27,1
20130514,06001,Alameda County,CA,0.00,100.00,100.00,0.00,0.00,0.00,2013-05-14,2013-05-20,1
20130507,06001,Alameda County,CA,0.00,100.00,100.00,0.00,0.00,0.00,2013-05-07,2013-05-13,1
20130430,06001,Alameda County,CA,0.00,100.00,0.00,0.00,0.00,0.00,2013-04-30,2013-05-06,1
20130423,06001,Alameda County,CA,0.00,100.00,0.00,0.00,0.00,0.00,2013-04-23,2013-04-29,1
20130416,06001,Alameda County,CA,0.00,100.00,0.00,0.00,0.00,0.00,2013-04-16,2013-04-22,1
20130409,06001,Alameda County,CA,0.00,100.00,0.00,0.00,0.00,0.00,2013-04-09,2013-04-15,1
20130402,06001,Alameda County,CA,0.00,100.00,0.00,0.00,0.00,0.00,2013-04-02,2013-04-08,1
20130326,06001,Alameda County,CA,0.00,100.00,0.00,0.00,0.00,0.00,2013-03-26,2013-04-01,1
20130319,06001,Alameda County,CA,0.00,100.00,0.00,0.00,0.00,0.00,2013-03-19,2013-03-25,1
